非洲	アフリカ
分類:Hak-kâ	Category:客家
分類:Kûng-yèn	Category:公園
分類:Thòi-vân Ngiùn-hòng	Category:台湾の銀行
分類:Chûng-sî-khî (Hiông-kóng)	Category:中西区 (香港)
分類:Kâ-ngi-yen	Category:嘉義県
分類:Sùn-fàn Hì-thúng	Category:循環系
分類:Thòi-vân ngièn-tshu-mìn ngî-ngièn	Category:台湾諸語
分類:Si-chhòng Thi-lî	Category:チベットの地理
模板:Lts	Template:Lts
分類:Hiông-kóng-tó	Category:香港島
分類:Sîn-tsuk-yen	Category:新竹県
分類:Fâ-lièn-yen	Category:花蓮県
分類:Nui-mùng-kú Tshṳ-tshṳ-khî	Category:内モンゴル自治区
分類:Lì-tó-khî	Category:離島区
分類:Kî-lùng-sṳ	Category:基隆市
分類:Kiú-liùng-sàng-khî	Category:九龍城区
分類:Lâ-tên Mî-chû	Category:ラテンアメリカ
分類:Chúng-chhu̍k	Category:人種
分類:Mèu-li̍t-yen	Category:苗栗県
分類:Hiông-kóng Sân-Fûng	Category:香港の山
分類:Chûng-fà Mìn-koet	Category:中華民国
分類:Nàm-thèu-yen	Category:南投県
分類:Sîn-kie	Category:新界
分類:Sî-kung-khî	Category:西貢区
分類:Siak-khiet-kau	Category:シク教
分類:Sa-fi Mìn-tsú Tsú-ngi	Category:社会民主主義
分類:Phìn-tûng-yen	Category:屏東県
模板:BEL	Template:BEL
分類:Kú-thoi chhu̍k-khiùn	Category:古代民族
分類:Thap-là-kô-na̍p-sén	Category:タラゴナ県
分類:Pâ-set-lò-nâ-sén	Category:バルセロナ県
分類:Chûng-kau-ho̍k	Category:宗教学
分類:Thòi-tûng-yen	Category:台東県
分類:Thòi-vàn Ngièn-chhu-mìn	Category:台湾原住民
分類:Thò-yèn-yen	Category:桃園市
分類:Thien-fa	Category:電話
模板:TPE	Template:TPE
分類:Ngân-set	Category:色
分類:Thûn-mùn-khî	Category:屯門区
分類:Â-là-kung	Category:アラゴン州
分類:User cdo	Category:User cdo
分類:User zh-min-dong-N	Category:User cdo-N
分類:Chông-fa-yen	Category:彰化県
分類:Tseu-mìn	Category:照明
分類:Phòng-châ-phú	Category:パンジャーブ
分類:Phàng-fù-yen	Category:澎湖県
分類:Hak-kâ-ngìn	Category:客家人
模板:Chûng-fà Mìn-koet Hàng-chṳn Khî-va̍k	Template:中華民国の行政区分
分類:Lie̍t-yî-tha̍t-sén	Category:リェイダ県
甲型流感病毒H7N9亞型	H7N9亜型
模板:HUN	Template:HUN
Â-phô	おばあさん
模板:Yin-thu-nì-sî-â	Template:インドネシアの地方行政区画
Vòng-phûng	ハチ
模板:Kóng-sî Hàng-chṳn Khî-va̍k	Template:広西チワン族自治区の行政区画
模板:Kóng-tûng Hàng-chṳn Khî-va̍k	Template:広東省の行政区画
分類:User en-1	Category:User en-1
分類:User de-1	Category:User de-1
分類:Lièn-kông-yen	Category:連江県
模板:Thòi-pet-sṳ	Template:台北市
Liû-khiû Khiùn-tó	琉球諸島
Thòi-19-sien	台19線
Thòi-tshit-sien	台7線
模板:User ru-3	Template:User ru-3
Thòi-23-sien	台23線
模板:Kô-hiùng-yen	Template:高雄県の行政区分
模板:Phìn-tûng-yen	Template:屏東県の行政区分
模板:Ngì-làn-yen	Template:宜蘭県の行政区分
模板:User nl-3	Template:User nl-3
模板:Sîn-pet-sṳ	Template:新北市の行政区分
模板:Yùn-lìm-yen	Template:雲林県の行政区分
模板:Si-chhôn Hàng-chṳn Khî-va̍k	Template:四川省の行政区画
模板:Nàm-thèu-yen	Template:南投県の行政区分
模板:Fâ-lièn-yen	Template:花蓮県の行政区分
模板:MTR	Template:香港MTR
模板:Kâ-ngi-yen	Template:嘉義県の行政区分
模板:Thòi-chûng-sṳ	Template:台中市の行政区分
模板:Sîn-tsuk-yen	Template:新竹県の行政区分
模板:Chông-fa-yen	Template:彰化県の行政区分
模板:Alphabet tr	Template:トルコ語アルファベット
模板:Thò-yèn-yen	Template:桃園市の行政区分
模板:Mèu-li̍t-yen	Template:苗栗県の行政区分
模板:Thòi-nàm-yen	Template:台南市の行政区分
模板:Thòi-tûng-yen	Template:台東県の行政区分
2013-ngièn Lù-sân Thi-chṳ́n	四川地震 (2013年)
Yòng-ya̍p-é	チョウ
Chûng-koet Chhèu-thoi	中国史時代区分表
模板:Documentation/end box	Template:Documentation/end box
Ngiên-kiu-só	大学院
模板:Style/IPA	Template:Style/IPA
模板:Style/yid	Template:Style/yid
IPhone 5S	IPhone 5s
IPhone 5C	IPhone 5c
Sûng-kú Lô-siên	二重らせん
Tôn-ńg-chiet	端午
特殊:最近更改	特別:最近の更新
模組:HtmlBuilder	モジュール:HtmlBuilder
模組:Navbar	モジュール:Navbar
模組:Navbox	モジュール:Navbox
馬來西亞航空17號班機空難	マレーシア航空17便撃墜事件
Ngit-tèu Fuk-sa	太陽放射
Khóa Vùn-chet	柯文哲
