ఆఫ్రికా	アフリカ
వర్గం:1832 జననాలు	Category:1832年生
వర్గం:1833 జననాలు	Category:1833年生
వర్గం:1835 జననాలు	Category:1835年生
వర్గం:1836 జననాలు	Category:1836年生
వర్గం:1840 జననాలు	Category:1840年生
వర్గం:1841 జననాలు	Category:1841年生
వర్గం:1842 జననాలు	Category:1842年生
వర్గం:1843 జననాలు	Category:1843年生
వర్గం:1844 జననాలు	Category:1844年生
వర్గం:1845 జననాలు	Category:1845年生
వర్గం:1846 జననాలు	Category:1846年生
వర్గం:1847 జననాలు	Category:1847年生
వర్గం:1848 జననాలు	Category:1848年生
వర్గం:1849 జననాలు	Category:1849年生
వర్గం:1850 జననాలు	Category:1850年生
వర్గం:1851 జననాలు	Category:1851年生
వర్గం:1852 జననాలు	Category:1852年生
వర్గం:1853 జననాలు	Category:1853年生
వర్గం:1854 జననాలు	Category:1854年生
వర్గం:1855 జననాలు	Category:1855年生
వర్గం:1857 జననాలు	Category:1857年生
వర్గం:1858 జననాలు	Category:1858年生
వర్గం:1859 జననాలు	Category:1859年生
వర్గం:1860 జననాలు	Category:1860年生
వర్గం:1861 జననాలు	Category:1861年生
వర్గం:1864 జననాలు	Category:1864年生
వర్గం:1865 జననాలు	Category:1865年生
వర్గం:1866 జననాలు	Category:1866年生
వర్గం:1869 జననాలు	Category:1869年生
వర్గం:1870 జననాలు	Category:1870年生
వర్గం:1872 జననాలు	Category:1872年生
వర్గం:1873 జననాలు	Category:1873年生
వర్గం:1874 జననాలు	Category:1874年生
వర్గం:1876 జననాలు	Category:1876年生
వర్గం:1877 జననాలు	Category:1877年生
వర్గం:1878 జననాలు	Category:1878年生
వర్గం:1880 జననాలు	Category:1880年生
వర్గం:1882 జననాలు	Category:1882年生
వర్గం:1883 జననాలు	Category:1883年生
వర్గం:1884 జననాలు	Category:1884年生
వర్గం:1885 జననాలు	Category:1885年生
వర్గం:1886 జననాలు	Category:1886年生
వర్గం:1887 జననాలు	Category:1887年生
వర్గం:1889 జననాలు	Category:1889年生
వర్గం:1890 జననాలు	Category:1890年生
వర్గం:1891 జననాలు	Category:1891年生
వర్గం:1892 జననాలు	Category:1892年生
వర్గం:1893 జననాలు	Category:1893年生
వర్గం:1894 జననాలు	Category:1894年生
వర్గం:1895 జననాలు	Category:1895年生
వర్గం:1896 జననాలు	Category:1896年生
వర్గం:1897 జననాలు	Category:1897年生
వర్గం:1900 జననాలు	Category:1900年生
వర్గం:1901 జననాలు	Category:1901年生
వర్గం:1902 జననాలు	Category:1902年生
వర్గం:1904 జననాలు	Category:1904年生
వర్గం:1905 జననాలు	Category:1905年生
వర్గం:1907 జననాలు	Category:1907年生
వర్గం:1908 జననాలు	Category:1908年生
వర్గం:1909 జననాలు	Category:1909年生
వర్గం:1912 జననాలు	Category:1912年生
వర్గం:1913 జననాలు	Category:1913年生
వర్గం:1914 జననాలు	Category:1914年生
వర్గం:1917 జననాలు	Category:1917年生
వర్గం:1918 జననాలు	Category:1918年生
వర్గం:1919 జననాలు	Category:1919年生
వర్గం:1922 జననాలు	Category:1922年生
వర్గం:1923 జననాలు	Category:1923年生
వర్గం:1927 జననాలు	Category:1927年生
వర్గం:1928 జననాలు	Category:1928年生
వర్గం:1942 జననాలు	Category:1942年生
వర్గం:1943 జననాలు	Category:1943年生
వర్గం:1945 జననాలు	Category:1945年生
వర్గం:1947 జననాలు	Category:1947年生
వర్గం:1949 జననాలు	Category:1949年生
వర్గం:1952 జననాలు	Category:1952年生
వర్గం:1953 జననాలు	Category:1953年生
వర్గం:1957 జననాలు	Category:1957年生
వర్గం:1958 జననాలు	Category:1958年生
వర్గం:1959 జననాలు	Category:1959年生
వర్గం:1961 జననాలు	Category:1961年生
వర్గం:1962 జననాలు	Category:1962年生
వర్గం:1966 జననాలు	Category:1966年生
వర్గం:1967 జననాలు	Category:1967年生
వర్గం:1968 జననాలు	Category:1968年生
వర్గం:1969 జననాలు	Category:1969年生
వర్గం:1971 జననాలు	Category:1971年生
వర్గం:1972 జననాలు	Category:1972年生
వర్గం:1973 జననాలు	Category:1973年生
వర్గం:1975 జననాలు	Category:1975年生
వర్గం:1976 జననాలు	Category:1976年生
వర్గం:1978 జననాలు	Category:1978年生
వర్గం:1979 జననాలు	Category:1979年生
వర్గం:1980 జననాలు	Category:1980年生
వర్గం:1981 జననాలు	Category:1981年生
వర్గం:1982 జననాలు	Category:1982年生
వర్గం:1985 జననాలు	Category:1985年生
వర్గం:1986 జననాలు	Category:1986年生
వర్గం:1987 జననాలు	Category:1987年生
వర్గం:1988 జననాలు	Category:1988年生
వర్గం:1989 జననాలు	Category:1989年生
వర్గం:1991 జననాలు	Category:1991年生
వర్గం:1993 జననాలు	Category:1993年生
వర్గం:1995 జననాలు	Category:1995年生
వర్గం:661 మరణాలు	Category:661年没
వర్గం:క్రీ.పూ. 69 జననాలు	Category:紀元前69年生
వర్గం:669	Category:669年
వర్గం:680	Category:680年
వర్గం:696 మరణాలు	Category:696年没
వర్గం:1689	Category:1689年
వర్గం:1797	Category:1797年
వర్గం:1787	Category:1787年
వర్గం:1780	Category:1780年
వర్గం:1647	Category:1647年
వర్గం:1321	Category:1321年
వర్గం:1590	Category:1590年
వర్గం:1671	Category:1671年
వర్గం:750	Category:750年
మూస:Nowrap end	Template:Nowrap end
మూస:2TeamBracket	Template:2TeamBracket
వర్గం:810	Category:810年
వర్గం:810 మరణాలు	Category:810年没
వర్గం:824	Category:824年
మూస:ALB	Template:ALB
మూస:AND	Template:AND
వర్గం:930లు	Category:930年代
వర్గం:590లు	Category:590年代
వర్గం:1030లు	Category:1030年代
వర్గం:1290లు	Category:1290年代
వర్గం:1020లు	Category:1020年代
వర్గం:1070లు	Category:1070年代
వర్గం:1520లు	Category:1520年代
వర్గం:1540లు	Category:1540年代
వర్గం:1560లు	Category:1560年代
వర్గం:1820లు	Category:1820年代
వర్గం:1670లు	Category:1670年代
వర్గం:1770లు	Category:1770年代
వర్గం:1760లు	Category:1760年代
వర్గం:1710లు	Category:1710年代
వర్గం:1650లు	Category:1650年代
వర్గం:1610లు	Category:1610年代
వర్గం:1630లు	Category:1630年代
వర్గం:1810లు	Category:1810年代
వర్గం:680లు	Category:680年代
వర్గం:750లు	Category:750年代
వర్గం:620లు	Category:620年代
వర్గం:1530లు	Category:1530年代
వర్గం:1340లు	Category:1340年代
వర్గం:1490లు	Category:1490年代
వర్గం:1480లు	Category:1480年代
వర్గం:1190లు	Category:1190年代
వర్గం:1640లు	Category:1640年代
వర్గం:1850లు	Category:1850年代
వర్గం:640లు	Category:640年代
వర్గం:630లు	Category:630年代
వర్గం:800లు	Category:800年代
వర్గం:11 వ శతాబ్దం	Category:11世紀
వర్గం:1200లు	Category:1200年代
వర్గం:17 వ శతాబ్దం	Category:17世紀
వర్గం:1880లు	Category:1880年代
వర్గం:1720లు	Category:1720年代
వర్గం:1750లు	Category:1750年代
వర్గం:1870లు	Category:1870年代
వర్గం:1780లు	Category:1780年代
వర్గం:1860లు	Category:1860年代
వర్గం:1790లు	Category:1790年代
వర్గం:1730లు	Category:1730年代
వర్గం:760లు	Category:760年代
వర్గం:820లు	Category:820年代
వర్గం:570లు	Category:570年代
వర్గం:650లు	Category:650年代
వర్గం:880లు	Category:880年代
వర్గం:1010లు	Category:1010年代
వర్గం:1270లు	Category:1270年代
వర్గం:1160లు	Category:1160年代
వర్గం:1240లు	Category:1240年代
వర్గం:1350లు	Category:1350年代
వర్గం:1440లు	Category:1440年代
వర్గం:1110లు	Category:1110年代
వర్గం:660లు	Category:660年代
వర్గం:1080లు	Category:1080年代
వర్గం:1130లు	Category:1130年代
వర్గం:1250లు	Category:1250年代
వర్గం:1800లు	Category:1800年代
వర్గం:1450లు	Category:1450年代
వర్గం:1570లు	Category:1570年代
వర్గం:1460లు	Category:1460年代
వర్గం:1470లు	Category:1470年代
వర్గం:1580లు	Category:1580年代
