אפריקע	アフリカ
בורידאן'ס אייזל	ビュリダンのロバ
אקטאן שטאט אונטערגרונט סטאנציע	アクトン・タウン駅
אדא	アダ (セルビア)
מוסקאט	マスカット (曖昧さ回避)
זשענעראל	ゼネラル
אדמו"ר	レベ
יהודה אריסטובולוס דער צווייטער	アリストブロス2世
יוחנן הורקנוס דער צווייטער	ヨハネ・ヒルカノス2世
מתתיהו אנטיגונוס דער צווייטער	アンティゴノス (ハスモン朝)
שאול מופז	シャウル・モファズ
מענדעלע מוכר ספרים	メンデレ・スフォリム
יגאל ידין	イガエル・ヤディン
חיים נחמן ביאליק	ハイム・ナフマン・ビアリク
שמעון התרסי	シモン (ハスモン朝)
נפתלי הערץ אימבער	ナフタリ・ヘルツ・インベル
מוכאמאד סאאיד אל-סאהאף	ムハンマド・サイード・アッ＝サッハーフ
מארעק גרעכוטא	マレク・グレフタ
מהר"ל מפראג	イェフダ・レーヴ・ベン・ベザレル
גראף	グラフ
פעדרא דע בעטאנקור	ペトロ・ド・ベタンクール
קעניג מענעליק	メネリク1世
ווויטעך טוקא	ヴォイテフ・トゥカ
שליוואוויץ	スリヴォヴィッツ
יו-עס קאסטומס ענד בארדער פראטעקשן	アメリカ合衆国税関・国境警備局
גוגל רידער	Googleリーダー
ארדשיר	アルダシール1世
מעמאריעל דעי	戦没将兵追悼記念日
עמלק	アマレク人
בייבל קריטיק	聖書批評学
טשיטאגאנג	チッタゴン
מעמד הר סיני	シナイ山
אדווערב	副詞
שב"כ	イスラエル総保安庁
טעלעפאן שווינדל	振り込め詐欺
באשרייבנדיקע סטאטיסטיק	要約統計量
איגאר פאווליוק	パブリュック・イゴール
אחד העם	アハド・ハアム
רבי יהודה הנשיא	イェフーダー・ハン＝ナーシー
ברוך גאלדשטיין	バールーフ・ゴールドシュテイン
שלום אש	ショーレム・アッシュ
לואיס ליבי	ルイス・リビー
דזשאן קארזיין	ジョン・コーザイン
מסורה (טעקסט)	マソラ本文
ארגאניש עסן	有機農産物
שבועה	宣誓
סקאטש וויסקי	スコッチ・ウイスキー
כראניש	持病
ארטאדאקס	正統教義
שאפליפטינג	万引き
קאבל אינטערנעט	ケーブルモデム
קאנסטרוקציע	建設
מאזיר	マズィル
פויקער	ドラマー
היט ענד ראן	ひき逃げ
װיקיפּעדיע:נאכפאלג ליסטע	Help:ウォッチリスト
װיקיפּעדיע:באוועגן	Wikipedia:ページの改名
סקול דיסטריקט	アメリカ合衆国の学区
סקול בארד	教育委員会
האלבקיילעך	地球の半球
סובסטאנץ	サブスタンス
ירושלים לייכטע באנען	エルサレム・ライトレール
אבות	アーボート
לאפעראמיד	ロペラミド
עסצילאטאפראם	エスシタロプラム
יצחק לייבוש פרץ	イツホク・レイブシュ・ペレツ
ReadyBoost	Windows ReadyBoost
וויקטאר נעקראסאוו	ヴィクトル・ネクラーソフ
10000 (נומער)	10000
וויאלעט	菫色
ראזע	ピンク
אפער וועסט סייד	アッパー・ウエスト・サイド
נצרת	ナザレ
ראדעוויץ	ラダウツィ
27 (נומער)	27
35 (נומער)	35
64 (נומער)	64
99 (נומער)	99
עדגארדא מארטארא	エドガルド・モルターラ
כתב עברי	古ヘブライ文字
סטענלי פישער	スタンレー・フィッシャー
אמ"ן	イスラエル参謀本部諜報局
אפער איסט סייד	アッパー・イースト・サイド
רובי ריוולין	ルーベン・リブリン
הפועל חיפה	ハポエル・ハイファFC
ליטאני טייך	リタニ川
מיני ישראל	ミニ・イスラエル
זיסקייט	甘味
מאיא פּליסעצקאיא	マイヤ・プリセツカヤ
בנימין	ベニヤミン
גאלאנטא	ガランタ
סאהא	ソーホー (ニューヨーク)
פאריזער קלוב	パリクラブ
Cbc	カナダ放送協会
ווייט פלעינס, ניו יארק	ホワイト・プレインズ (ニューヨーク州)
נאריש און נארישער	ジム・キャリーはMr.ダマー
עתליה	アタルヤ
עיפאק	アメリカ・イスラエル公共問題委員会
היסטאריע פון טעכנאלאגיע	テクノロジー史
הימל ליניע	スカイライン (風景)
קאנווענץ פאר קינדער-רעכט	児童の権利に関する条約
Thalys	タリス
שלמה מיכאלס	ソロモン・ミホエルス
מאקס וויינרייך	マックス・ヴァインライヒ
חירם קעניג פון צור	ヒラム
עד קאטש	エド・コッチ
סאעמו טאיאדא	豊田副武
דייוויד דינקינס	デイヴィッド・ディンキンズ
דוד האלבערשטאם (שרייבער)	デイヴィッド・ハルバースタム
שמואל הנגיד	シュムエル・イブン・ナグレーラ
עדמונד זשיימס דע ראטשילד	エドモン・バンジャマン・ド・ロチルド
נחמן מברסלב	ナフマン・ブラツラフ
לענא העלמסלי	レオナ・ヘルムズリー
פראסטיץ	プロスチェヨフ
אידענטיטעט גניבות	なりすまし
דע בירס	デビアス
סידור	シッドゥール
סייף	金庫
מאקס נארדוי	マックス・ノルダウ
השכלה	ハスカーラー
אנטיק	骨董品
אמוראים	アーモーラーイーム
סטאק מארקעט	証券市場
פינקטלעכע וויסנשאפטן	精密科学
פסיכאלאגיע פון מוזיק	音楽心理学
קערפער שפראך	ボディーランゲージ
די לוסטיגע אלמנה	メリー・ウィドウ
קאריטיבע פוטבאל גרופע	コリチーバFC
אמסטערדאם (באדייטן)	アムステルダム (曖昧さ回避)
אמסטערדאם (שטאט), ניו יארק	アムステルダム (ニューヨーク州)
בילד	画像
מערב וועלט	西洋文明
רוקן ביין	脊椎
אלבאם	アルバム
ראציאנאליזם	理性主義
Windows 98	Microsoft Windows 98
פּלאַנאָיסע	プラノワーズ
גווען סטעפעני	グウェン・ステファニー
זשאנער	ジャンル
קעלי קלערקסאן	ケリー・クラークソン
וואל-מארט	ウォルマート
סוניס	スンナ派
פאלא פערנאנדעס	ポーラ・フェルナンデス
Windows 2000	Microsoft Windows 2000
שינדלערס ליסטע	シンドラーのリスト
מיסטער בין	Mr.ビーン
אויטאנאמיע	自治権
נאציאנאלער הימען פון טשילע	チリの国歌
Windows Me	Microsoft Windows Millennium Edition
סקינהעד	スキンヘッド
אוואירו	アヴェイロ
CRM	顧客関係管理
איסטמאן קאדאק	コダック
פידלער אויפן דאך	屋根の上のバイオリン弾き
אביעקט	対象
Maxthon	Maxthon
בצלאל אקאדעמיע פאר מאדעלירונג און קונסט	ベツァルエル美術デザイン学院
חשמונאים	ハスモン朝
אייער ליקער	アドヴォカート
טאבעלע	テーブル (情報)
טאמעס און פריינט	きかんしゃトーマス
עדות המזרח	ミズラヒム
שטילקייט	無音
זשאני וואקער	ジョニー・ウォーカー
מעלה אדומים	マアレ・アドゥンミーム
פאלאנגען	ファランヘ党 (レバノン)
עבר	エベル (聖書)
ווייכביין	軟骨
פאלשע געלט	偽造
גוי	ゴイ
געהיימע דינסט פון די פאראייניגטע שטאטן	アメリカ合衆国シークレットサービス
פראטאפלאנעטארישער דיסק	原始惑星系円盤
אריק איינשטיין	アリク・アインシュタイン
אחרונים	アハローニーム
היקעמע	ヒカマ
גערשטן	オオムギ属
טורנהאם גרין אונטערגרונט סטאנציע	ターナム・グリーン駅
ברוקלין נעיווי יארד	ブルックリン海軍工廠
טריאו	Palm Treo
מיידיי	メーデー!:航空機事故の真実と真相
אליגאטאר	アリゲーター属
סאפיע (באדייטן)	ソフィア
טישטיך	テーブルクロス
עתניאל בן קנז	オトニエル
דאמינעטריקס	ミストレス
יידישער וועלט קאנגרעס	世界ユダヤ人会議
בערבעין	バーボン・ウイスキー
29 (נומער)	29
מארך ביין	骨髄
משה ארענס	モーシェ・アレンス
20/20 זעהקראפט	視力
פוד סטעמפס	フードスタンプ
שמעון בר יוחאי	シモン・バル＝ヨハイ
רעי נעיגין	レイ・ネイギン
דזשייקאב דזשאוויץ סענטער	ジェイコブ・ジャヴィッツ・コンベンション・センター
וועטשערע	夜食
מייפל סטארי	メイプルストーリー
באליידיגונג	侮蔑
טראפיק טיקעט	交通反則通告制度
אנטי-פעמיניזם	反フェミニズム
מגן דוד אדום	マーゲン・ダビド公社
ישראל ראדיא און טעלעוויזיע אויטאריטעט	イスラエル放送局
אנטי ציוניזם	反シオニズム
באסקין-ראבינס	バスキン・ロビンス
תרח	テラ (聖書)
28 (נומער)	28
סערעט	シレト
נאטאליי הארלער	ナタリー・ホーラー
אוניווערסיטעט פון חיפה	ハイファ大学
כעמיקער	化学者
עליה אין ארץ ישראל	アリーヤー
הילטאן האטעלס	ヒルトン
באלעסטיגן	虐待
38 (נומער)	38
מירון	メロン (イスラエル)
האנדל	取引
פּאַן-אייראפעישער פארבאנד	国際汎ヨーロッパ連合
ראדיא גא גא	Radio Ga Ga
האנד טארמאז	パーキングブレーキ
שטעטל	シュテットル
בשן	バシャン
ראבערט קאטשאריאן	ロベルト・コチャリャン
אפטייקעריי	薬学
זבולן	ゼブルン
האלאנד פארק אונטערגרונט סטאנציע	ホランド・パーク駅
רשימה:יידישע שפראכן	ユダヤ諸語
שידוך	仲人
טעיזם	有神論
פראבלעם	問題
באונטי האנטערס	バウンティハンター
פאו'ס געזעץ	ポーの法則
ביאמעטרישער פאס	バイオメトリック・パスポート
הגדה של פסח	ハッガーダー
ראובן	ルベン
דינער (סעודה)	宴会
סווינגינג	スワッピング (性行為)
לעבן פארזיכערונג	生命保険
ניו יארק דיילי ניוז	デイリーニューズ (ニューヨーク)
45 (נומער)	45
קאני איילענד	コニーアイランド
שולד	罪悪感
קאמפיוטער שפראכן	コンピュータ言語
קעטסקילס	キャッツキル山地
קאמפאט	コンポート
מוזיקער	音楽家
גזירת ת"ח ות"ט	フメリニツキーの乱
נטורי קרתא	ナートーレー＝カルター
בונדיזם	リトアニア・ポーランド・ロシア・ユダヤ人労働者総同盟
קווינסוויי אונטערגרונט סטאנציע	クイーンズウェイ駅
המן	ハマン
יששכר	イッサカル
אנגעשטעלטער	雇用
מיטאג	夕食
ליסטע פון לענדער אן קיין מיליטער	軍隊を保有していない国家の一覧
פריימעריס	予備選挙
יצחק אבינו	イサク
וויסנשאפט מוזיי	サイエンス・ミュージアム
הענרי דער זיבעטער פון ענגלאנד	ヘンリー7世 (イングランド王)
טעלאנגאנע	テランガーナ州
אקספארד צירקוס אונטערגרונט סטאנציע	オックスフォード・サーカス駅
בורשטין (קאליר)	橙色
בערלין זאאלאגישער גארטן באן סטאנציע	ベルリン動物園駅
טראנספארט פאר לאנדאן	ロンドン交通局
אנוש	エノス
ניקאלשבורג	ミクロフ
ניו יארק מעטראפאליטען שטח	ニューヨーク都市圏
אומבאוועגלעכע גיטער	不動産
קערפער פלעק	ほくろ
ריינקייט	清掃
