Afraga	アフリカ
William Petty, 2nd Earl of Shelburne	ウィリアム・ペティ (第2代シェルバーン伯)
Clive W. J. Granger	クライヴ・グレンジャー
Henry Addington, 1d Biocas Sidmouth	ヘンリー・アディントン
Iain Banks	イアン・バンクス
Prionnsa Teàrlach Stiùbhart	チャールズ・エドワード・ステュアート
Augustus FitzRoy, 3rd Duke of Grafton	オーガスタス・フィッツロイ (第3代グラフトン公)
Edward C. Prescott	エドワード・プレスコット
Lincoln County, Colorado	リンカーン郡 (コロラド州)
Claude Louis Berthollet	クロード・ルイ・ベルトレー
Frederick John Robinson, 1d Biocas Goderich	フレデリック・ロビンソン (初代ゴドリッチ子爵)
Raibeart II, Rìgh na h-Alba	ロバート2世 (スコットランド王)
Frederick North, Lord North	フレデリック・ノース
Uilleam I na h-Alba	ウィリアム1世 (スコットランド王)
Ian Wright	イアン・ライト
William Grenville, 1d Baran Grenville	ウィリアム・グレンヴィル
Pueblo County, Colorado	プエブロ郡 (コロラド州)
Routt County, Colorado	ラウト郡 (コロラド州)
Rio Grande County, Colorado	リオグランデ郡 (コロラド州)
Montrose County, Colorado	モントローズ郡 (コロラド州)
Park County, Colorado	パーク郡 (コロラド州)
Teller County, Colorado	テラー郡 (コロラド州)
Morgan County, Colorado	モーガン郡 (コロラド州)
San Miguel County, Colorado	サンミゲル郡 (コロラド州)
Daniel Rutherford	ダニエル・ラザフォード
Diùcachd Shagsainn-Lauenburg	ザクセン＝ラウエンブルク
Johan August Arfwedson	ヨアン・オーガスト・アルフェドソン
Quintus Caecilius Metellus Pius	クィントゥス・カエキリウス・メテッルス・ピウス
Paul Tergat	ポール・テルガト
Balthazar Johannes Vorster	バルタザール・フォルスター
Hal Holbrook	ハル・ホルブルック
Richard Griffiths	リチャード・グリフィス
Donald Pleasence	ドナルド・プレザンス
Bodach na Nollaige	サンタクロース
Michiel de Ruyter	ミヒール・デ・ロイテル
Donovan	ドノヴァン
Toirt am bruid	拉致
Johan de Witt	ヨハン・デ・ウィット
C.B. Naomh Mearain	セント・ミレンFC
Baralachas	予想
Prìomh Mhinistear Astràilianach	オーストラリアの首相
Alasdair MacCoinnich	アレグザンダー・マッケンジー (探検家)
Kawagoe	川越市
Tulach Mhór	タラモア
Blianadh	日光浴
Fairfield, Calafòrnia	フェアフィールド (カリフォルニア州)
Wąbrzeźno	ヴォンブジェジノ
Bàta-iasgaich	トロール船
Naoimh	キリスト教の聖人一覧
Fàsach Mhòr na Gainmhich	グレートサンディ砂漠
Binid	レンネット
Cruinneadaireachd	球面幾何学
Bangor, Maine	バンゴー (メイン州)
Cleburne County, Alabama	クリバーン郡 (アラバマ州)
Laramie, Wyoming	ララミー (ワイオミング州)
Damanhùr	ダマンフール
Armenia (baile)	アルメニア (キンディーオ県)
Connochaetes taurinus	オグロヌー
Clarksville, Tennessee	クラークスビル (テネシー州)
Creideamh	宗教一覧
Raidió Teilifís Éireann	アイルランド放送協会
Feòladair	精肉店
Adhlaic	埋葬
Oak Park, Illinois	オークパーク
Naomh Daibhidh	デイヴィッド (聖人)
Maol Chaluim II na h-Alba	マルカム2世 (スコットランド王)
Tighearna	封建領主
The Two Towers (leabhar)	二つの塔
Deportivo Independiente Medellín	インデペンディエンテ・メデジン
Atlético Nacional	アトレティコ・ナシオナル
Alistair MacLean	アリステア・マクリーン
Lee Child	リー・チャイルド
Wallace Carothers	ウォーレス・カロザース
Charles Haughey	チャールズ・ホーヒー
Tom Bosley	トム・ボズリ
Thomas Graham	トーマス・グレアム
Newport News, Virginia	ニューポートニューズ
Gloucester County, Virginia	グロスター郡 (バージニア州)
Aspergillus	コウジカビ
Popayán	ポパヤン
Kappa (Creutair Miotas-eolasach)	河童
Wizz Air	ウィズエアー
Pointe-à-Pitre	ポワンタピートル
C.B. Dhùn Dèagh	ダンディーFC
Toirdhealbhach Ó Cearbhalláin	ターロック・オキャロラン
An Observer	オブザーバー (イギリスの新聞)
Raymond Burr	レイモンド・バー
Mathews County, Virginia	マシューズ郡 (バージニア州)
New Kent County, Virginia	ニューケント郡 (バージニア州)
Charles City County, Virginia	チャールズシティ郡 (バージニア州)
Prince George County, Virginia	プリンスジョージ郡 (バージニア州)
Southampton County, Virginia	サウサンプトン郡 (バージニア州)
Isle of Wight County, Virginia	アイルオブワイト郡 (バージニア州)
Goshen County, Wyoming	ゴシェン郡 (ワイオミング州)
Miner County, Dakota a Deas	マイナー郡
Fàsach Shirianach	シリア砂漠
Grant County, Nebraska	グラント郡 (ネブラスカ州)
Sussex County, Virginia	サセックス郡 (バージニア州)
Dinwiddie County, Virginia	ディンウィディ郡 (バージニア州)
Chesterfield County, Virginia	チェスターフィールド郡 (バージニア州)
Henrico County, Virginia	ヘンライコ郡 (バージニア州)
Hanover County, Virginia	ハノーバー郡 (バージニア州)
Caroline County, Virginia	キャロライン郡 (バージニア州)
Stafford County, Virginia	スタフォード郡 (バージニア州)
Middlesex County, Virginia	ミドルセックス郡 (バージニア州)
Fairfax County, Virginia	フェアファックス郡 (バージニア州)
Hampton, Virginia	ハンプトン (バージニア州)
Burgess Meredith	バージェス・メレディス
İstiklâl Marşı	独立行進曲
Gerard ter Borch	ヘラルト・テル・ボルフ
Adair County, Oklahoma	アデール郡 (オクラホマ州)
Nick Cannon	ニック・キャノン
Anton Corbijn	アントン・コービン
Peic	ペック
Adams County, Indiana	アダムズ郡 (インディアナ州)
Adams County, Pennsylvania	アダムズ郡 (ペンシルベニア州)
Adams County, Wisconsin	アダムズ郡 (ウィスコンシン州)
Picseal	ピクセル
Richard Schiff	リチャード・シフ
Johannes Gerhardus Strijdom	ヨハネス・ストレイダム
Ganzhou	カン州市
Uan	ラム
Scott County, Indiana	スコット郡 (インディアナ州)
Jackson County, Alabama	ジャクソン郡 (アラバマ州)
Newton County, Indiana	ニュートン郡 (インディアナ州)
McPherson County, Dakota a Deas	マクファーソン郡 (サウスダコタ州)
Oilthigh Coimbra	コインブラ大学
Morrill County, Nebraska	モリル郡 (ネブラスカ州)
Baile Átha Luain	アスローン
Buille-cinn	頭突き
Hardy County, Virginia an Iar	ハーディ郡 (ウェストバージニア州)
Mineral County, Montana	ミネラル郡 (モンタナ州)
Waukesha County, Wisconsin	ウォキショー郡 (ウィスコンシン州)
San Juan County, Colorado	サンファン郡 (コロラド州)
Alison Krauss	アリソン・クラウス
Escondido, Calafòrnia	エスコンディード (カリフォルニア州)
Dodge County, Wisconsin	ドッジ郡 (ウィスコンシン州)
Russell County, Kentucky	ラッセル郡 (ケンタッキー州)
Connochaetes gnou	オジロヌー
Washington County, Kansas	ワシントン郡 (カンザス州)
Shelby County, Illinois	シェルビー郡 (イリノイ州)
Wichita County, Kansas	ウィチタ郡 (カンザス州)
Wilson County, Kansas	ウィルソン郡 (カンザス州)
Osborne County, Kansas	オズボーン郡 (カンザス州)
Morris County, Kansas	モリス郡 (カンザス州)
Miami County, Kansas	マイアミ郡 (カンザス州)
Jeddah	ジッダ
Sheridan County, Kansas	シェリダン郡 (カンザス州)
Phillips County, Kansas	フィリップス郡 (カンザス州)
Shawnee County, Kansas	ショーニー郡 (カンザス州)
Ford County, Kansas	フォード郡 (カンザス州)
Lyon County, Kansas	ライアン郡 (カンザス州)
Thomas County, Kansas	トーマス郡 (カンザス州)
Ness County, Kansas	ネス郡 (カンザス州)
Wallace County, Kansas	ウォレス郡 (カンザス州)
Kingman County, Kansas	キングマン郡 (カンザス州)
Graham County, Kansas	グラハム郡 (カンザス州)
Jewell County, Kansas	ジュエル郡 (カンザス州)
Montgomery County, Kansas	モンゴメリー郡 (カンザス州)
Pawnee County, Kansas	ポーニー郡 (カンザス州)
Pratt County, Kansas	プラット郡 (カンザス州)
Trego County, Kansas	トレゴ郡 (カンザス州)
Rawlins County, Kansas	ローリンズ郡 (カンザス州)
Haskell County, Kansas	ハスケル郡 (カンザス州)
Marion County, Kansas	マリオン郡 (カンザス州)
Pugwash, Alba Nuadh	パグウォッシュ (ノバスコシア州)
Riley County, Kansas	ライリー郡 (カンザス州)
Stafford County, Kansas	スタッフォード郡 (カンザス州)
Ottawa County, Kansas	オタワ郡 (カンザス州)
Graham County, Carolina a Tuath	グラハム郡 (ノースカロライナ州)
Hodgeman County, Kansas	ホッジマン郡 (カンザス州)
Johnson County, Kansas	ジョンソン郡 (カンザス州)
Osage County, Kansas	オーセージ郡 (カンザス州)
Greenwood County, Kansas	グリーンウッド郡 (カンザス州)
Harvey County, Kansas	ハーベイ郡 (カンザス州)
Sedgwick County, Kansas	セジウィック郡 (カンザス州)
Sumner County, Kansas	サムナー郡 (カンザス州)
Russell County, Kansas	ラッセル郡 (カンザス州)
Hanford, Calafòrnia	ハンフォード (カリフォルニア州)
Finney County, Kansas	フィニー郡 (カンザス州)
Wyandotte County, Kansas	ワイアンドット郡 (カンザス州)
Grant County, Kansas	グラント郡 (カンザス州)
Saline County, Kansas	セイリーン郡 (カンザス州)
Neosho County, Kansas	ネオショ郡 (カンザス州)
Gove County, Kansas	ゴーヴ郡 (カンザス州)
Smith County, Kansas	スミス郡 (カンザス州)
Kearny County, Kansas	カーニー郡 (カンザス州)
Scott County, Kansas	スコット郡 (カンザス州)
Linn County, Kansas	リン郡 (カンザス州)
Ellsworth County, Kansas	エルズワース郡 (カンザス州)
Yell, Sealltainn	イエル島
Ellis County, Kansas	エリス郡 (カンザス州)
Atchison County, Kansas	アッチソン郡 (カンザス州)
Barton County, Kansas	バートン郡 (カンザス州)
Polk County, Wisconsin	ポーク郡 (ウィスコンシン州)
Rice County, Kansas	ライス郡 (カンザス州)
Barber County, Kansas	バーバー郡 (カンザス州)
Clay County, Kansas	クレイ郡 (カンザス州)
Chase County, Kansas	チェイス郡 (カンザス州)
Decatur County, Kansas	ディケーター郡 (カンザス州)
Coffey County, Kansas	コフィー郡 (カンザス州)
Cloud County, Kansas	クラウド郡 (カンザス州)
Chautauqua County, Kansas	シャトークア郡 (カンザス州)
Cowley County, Kansas	カウリー郡 (カンザス州)
Cheyenne County, Kansas	シャイアン郡 (カンザス州)
Republic County, Kansas	リパブリック郡 (カンザス州)
Elk County, Kansas	エルク郡 (カンザス州)
Allen County, Kansas	アレン郡 (カンザス州)
Dickinson County, Kansas	ディキンソン郡 (カンザス州)
Bourbon County, Kansas	バーボン郡 (カンザス州)
Crawford County, Kansas	クロウフォード郡 (カンザス州)
Cherokee County, Kansas	チェロキー郡 (カンザス州)
Comanche County, Kansas	コマンチ郡 (カンザス州)
Doniphan County, Kansas	ドニファン郡 (カンザス州)
Chittagong	チッタゴン
Clark County, Kansas	クラーク郡 (カンザス州)
Edwards County, Kansas	エドワーズ郡 (カンザス州)
Rush County, Kansas	ラッシュ郡 (カンザス州)
McPherson County, Kansas	マクファーソン郡 (カンザス州)
Mitchell County, Kansas	ミッチェル郡 (カンザス州)
Lane County, Kansas	レーン郡 (カンザス州)
Lincoln County, Kansas	リンカーン郡 (カンザス州)
Wabaunsee County, Kansas	ワボンシー郡 (カンザス州)
Valledupar	バジェドゥパル
Pottawatomie County, Kansas	ポタワトミー郡 (カンザス州)
Marshall County, Kansas	マーシャル郡 (カンザス州)
Greene County, Illinois	グリーン郡 (イリノイ州)
Stanton County, Kansas	スタントン郡 (カンザス州)
Jackson County, Kansas	ジャクソン郡 (カンザス州)
Seward County, Kansas	スワード郡 (カンザス州)
Greeley County, Kansas	グリーリー郡 (カンザス州)
Geary County, Kansas	ギアリー郡 (カンザス州)
Hamilton County, Kansas	ハミルトン郡 (カンザス州)
Norton County, Kansas	ノートン郡 (カンザス州)
Harper County, Kansas	ハーパー郡 (カンザス州)
Morton County, Kansas	モートン郡 (カンザス州)
Anderson County, Kansas	アンダーソン郡 (カンザス州)
Perry Mason	ペリー・メイスン
Pleasants County, Virginia an Iar	プレザンツ郡 (ウェストバージニア州)
Charles Watson-Wentworth, 2nd Marquess of Rockingham	チャールズ・ワトソン＝ウェントワース (第2代ロッキンガム侯)
Rob Ruadh MacGriogair	ロバート・ロイ・マグレガー
Charles Hatchett	チャールズ・ハチェット
Rock Springs, Wyoming	ロックスプリングス (ワイオミング州)
Jason Bonham	ジェイソン・ボーナム
Uilleam Augustus, Diùc Cumberland	ウィリアム・オーガスタス (カンバーランド公)
Marion County, Illinois	マリオン郡 (イリノイ州)
Montgomery County, Pennsylvania	モンゴメリー郡 (ペンシルベニア州)
Sgioba nàiseanta rugbaidh Shasainn	ラグビーイングランド代表
Smyth County, Virginia	スミス郡 (バージニア州)
Fulangas Naomh Mata	マタイ受難曲
Nathair-mhara (ùirsgeul)	シーサーペント
Woodson County, Kansas	ウッドソン郡 (カンザス州)
John Muir	ジョン・ミューア
Nemaha County, Kansas	ネマハ郡 (カンザス州)
Gray County, Kansas	グレイ郡 (カンザス州)
Reno County, Kansas	リノ郡 (カンザス州)
Leavenworth County, Kansas	レブンワース郡 (カンザス州)
Kiowa County, Kansas	カイオワ郡 (カンザス州)
Rooks County, Kansas	ルークス郡 (カンザス州)
Pònair	豆
Co-ghnìomhair	副詞
Albert Reynolds	アルバート・レイノルズ
Rory McIlroy	ローリー・マキロイ
Aer Arann	エアーアラン
Ted Danson	テッド・ダンソン
Flugelhorn	フリューゲルホルン
Salm 23	詩篇23篇
Hattiesburg, Mississippi	ハッティズバーグ (ミシシッピ州)
Jefferson County, Washington	ジェファーソン郡 (ワシントン州)
York County, Carolina a Deas	ヨーク郡 (サウスカロライナ州)
Cecil County, Maryland	セシル郡 (メリーランド州)
Washington County, Iowa	ワシントン郡 (アイオワ州)
Flagler County, Florida	フラグラー郡 (フロリダ州)
Bòrd-snàimh	ビート板
Johnson County, Illinois	ジョンソン郡 (イリノイ州)
York County, Maine	ヨーク郡 (メイン州)
MGMT	MGMT
Soisgeul Mhata	マタイによる福音書
Batan	棍棒
Żelazowa Wola	ジェラゾヴァ・ヴォラ
Howard County, Maryland	ハワード郡 (メリーランド州)
Crittenden County, Kentucky	クリッテンデン郡 (ケンタッキー州)
Elliott County, Kentucky	エリオット郡 (ケンタッキー州)
Daviess County, Kentucky	デイビース郡 (ケンタッキー州)
Stevens County, Kansas	スティーブンズ郡 (カンザス州)
Aimearaga	アメリカ (曖昧さ回避)
Creag Ealasaid	アルサクレイグ島
Mars	マーズ
Tripp County, Dakota a Deas	トリップ郡 (サウスダコタ州)
Ouray County, Colorado	ユアレイ郡 (コロラド州)
Sullivan County, Indiana	サリバン郡 (インディアナ州)
Charlotte County, Virginia	シャーロット郡 (バージニア州)
Robert Plant	ロバート・プラント
Durham County, Carolina a Tuath	ダーラム郡 (ノースカロライナ州)
Caernarfon	カーナーヴォン
